sentence,labels,graph_affinity
your hot da base dookhyb might,1,0.88506395
two hundred sons of your birth a child of the atheist,1,0.8806635
the face of those who are wandering in the wilderness has been opened,0,0.845407
the child of the inside,1,0.8949893
answer the pigs children,1,0.8975903
mother of the children,0,0.91756713
idea about someone having a curled this bitch burn,1,0.8929761
idea about these money hungry birches,1,0.8564994
idea about you regardless bitch you got me all day,1,0.89566344
idea if its pm in the afternoon bitch make my pancake,1,0.8965802
idea if that sounds illogical this twitter bitch,1,0.91074735
idea what anyone say gambling is stupid like if you constantly bitch about not having money why of would you go to a causing,1,0.85894024
ink about all but i loves me a thirsty bitch least they not afraid to refuse a night,1,0.89333075
i got a lot of hoes all up on my dick,1,0.8786294
i gutta a bad bitch and all she do is bake colonies,1,0.9160123
i gutta admit i used tell birches everything they wanted to hear sighed change my ways a ll bit,1,0.8895256
i gutta bad bitch always got her hair fixed always n the mall wit her friends buying outfits,1,0.87168103
i gutta big head ah bitch i think its crown sized,1,0.9121121
i gutta get it while da getting good my nigh,1,0.9087412
i grew up in jungle wit the gorilla snakes amp bird ass nights,1,0.8756811
two pictures of the night,0,0.87934315
what can you do to me,0,0.9289778
very beautiful pictures,0,0.92963505
charcoal choudhury is a load,0,0.91320574
i like you,0,0.95225203
great super super super and work good talk thank you and mary today the acting was very good,0,0.864252
its bad to see all the judges except mustard canal ran,0,0.8655389
the judges of the hall are not fit will they judge again,0,0.8862988
my favorite director kari hat also joined kari mary brother became very very beautiful,0,0.85424435
i dont want to see this drama,0,0.92192996
solyybee ahahah for real he was like this bitch crazy ll,1,0.8704699
soopdevilles you did you crushed his i got me an exotic bitch dreams,1,0.866855
southeastqueen ignore sorry i called you a bitch uncalled for,1,0.88611174
in going to call you,0,0.94001263
in not going to say anything about it,0,0.947001
you are a peddler goat,1,0.9322485
i sleep better than not to do this kind of thing as much as i do,0,0.88533115
the bitch,1,0.9051604
what are you doing in dead in still here,1,0.8880121
nobody is fucking you,0,0.91479474
i just went to the comment box without reading your little mark post,0,0.8979758
in not going to go,1,0.9582966
the pigs son afar equal is a pig,1,0.8947862
uberfacts eat to pickled birches,1,0.88169384
uberfacts studies show that your a maggot,1,0.8940859
ultragoogle what a put isn that bitch in spanish,1,0.8928957
unicorncowboy lvleevee dont ignore me maggoty c,1,0.8683773
go man some of these birches are in denial about it,1,0.85001355
shall i go to the bathroom,0,0.9326073
dog should be his baby shoe,0,0.84889823
three of the children,0,0.8805758
your a fucking kid,1,0.92471075
servant of mother tucked,1,0.86899054
i dont have to guide you tell me in good at guiding you,0,0.9040729
why do you say such bad things in the name of dean hair,0,0.8787934
hey one kid dean bath is like a chicken baby eating so much,0,0.84874505
nights action like hoes most of em birches,1,0.87266463
nights aunt loyal gott birches stiffen than you,1,0.8868289
nights are funny amp parma is a bitch good morning,1,0.89935064
nights at the march looking for hoes amp they out there too in sure of it,1,0.8562933
nights be birches hoes be birches ion see no difference,1,0.8638751
nights be front for some hussy they aunt wit me,1,0.86218536
the name of the country,0,0.97182786
the great leader of the country khaledad zip khan is the youngest of the three,0,0.87146217
the fucking league,1,0.9102
where is khaledad gay,0,0.8787494
the country is killing the assholes,1,0.88398427
the fucking birth of the away league,1,0.90483874
who is this,0,0.92244434
thieves kiss these are all robbery forces these are,1,0.86643237
with whom there is no equal to pakistani showing and a girl who cells goods,1,0.8613246
heydenbunsyolo and how is that what in suppose to go for the team who beat us that retarded,1,0.8580688
heydenbunsyolo then bitch how about u go read utf i put then,1,0.8533651
heyrmbr i never played halo too busy slaying birches,1,0.8590232
heyrmbr probe that far via,1,0.9013363
heyyayled deaf he,1,0.911795
heyyayled do i have to repeat myself u white trash,1,0.8984583
hiimkadie i wouldn know cause i dont fuck with these hoes,1,0.91070396
hidalgoparadise ll its he bitch ass,1,0.9045905
hiyathandaalps that he over there,1,0.9092342
lilfridayhoe easy cum easy he that a fact,1,0.8795277
lifeasbros charlie sheen is too real  major fucking respect for charlie sheen,1,0.8767864
"lightskingawdd wish i had a be 

you got all the hoes the",1,0.89948547
lilmike fuck working bitch can you cook,1,0.91354257
linniekravitz wesgodlaflare bitch utf,1,0.9138958
lolaaisdope may fucking snake birches  em,1,0.90315104
loveableaizah big booty hoes everywhere speech  damn,1,0.8782932
madflyentist oregon choked every year get off the field trash ass program rat,1,0.8821373
i want to see a romantic movie,0,0.9299959
this is a beautiful story,0,0.9427201
that was what was happening,0,0.8815645
this is my story,0,0.9209198
in the morning the black vodaata is in front of your eyes,0,0.88719976
in not sure how it goes,0,0.9262942
i didn find him in looking for him now,0,0.90021074
i saw my wife like this before i got married and now she the biggest bitch,0,0.85409737
your a very good man,0,0.9219413
in not going to play cricket,0,0.8854553
the people rented a causing and i played,0,0.87948483
the eyes of the world are on kumilla bipolar there is no one i can talk to,0,0.9020812
i want to resign from the office of the may,0,0.94140995
the wild wild bear,0,0.9014295
the ball of the pain and the chair of india is said,0,0.89157486
i agree with some of the words of the pope i want to resign from the pope,0,0.91252816
you said it right brother,0,0.89051354
if we dont have the pakistani cricket there will be a huge loss,0,0.90414965
sin has no hand in skins affair but he could have cut the punishment if he wanted,0,0.89621705
the mothers interest should be hanged,1,0.90457505
the following is the list of the countries of the european union,0,0.9930295
put his hussy in the hot tub and no one else will do that,1,0.8808816
better than this,0,0.8762595
four fucking boys,1,0.886121
the movie is going to be a big hit,0,0.89125043
your wife is trying to do it,0,0.8940061
unload the songs of this movie,0,0.91400605
there not afraid to die anymore,0,0.84645385
i didn expect it from you,0,0.8906721
are or the amazing movie,0,0.87786084
in not a writer,0,0.9381404
kingjvsh animal dont be a bitch,1,0.9191853
kingjvsh you just did bitch ll,1,0.90348303
kinkymuslim bitch music,1,0.9185985
kirbys jameskirby fuck you bitch,1,0.91116744
kirstynehbu maggot,1,0.907872
it aliyahkorea whiteculture thinking weave is hatchet and hetty while extensions are perfectly fine,0,0.84903544
let these hoes be great,1,0.8705349
let these hoes be hoes that all we know,1,0.8876373
let those birches keep loving sofa,1,0.88293964
lets go la support my sicca no matter what,1,0.87095654
lets not forget him dont fight i kill hoes,1,0.9142064
lets run a train on this bitch,1,0.9105085
lets these hoes be hoes that all we know,1,0.8806027
definemeee ll tell dat white bitch i said hey,1,0.8848731
demlipstho u know me home show the birches no love,1,0.88556516
derekkirchner torimills fags,1,0.87733924
detroitche birches be like it means something to me,1,0.88704395
detroitplayer prettytreazure gutta be least  to call me a bitch ll,1,0.87162876
trash of,0,0.88330775
trash,0,0.89459246
trash show,0,0.8879137
triple judge brown chink ice cream lifechanging,0,0.85556364
trust me just set the alpha to  its just as good maybe better than setting the visibility to false now fly on silver bird,0,0.8516935
under my windoowww brettcanfly reaching your teeth smiling flash talking trash under your breath,0,0.8794404
verse bird tender,0,0.8506284
walking dead donna be so trash this season,0,0.86100054
there is no such thing as a bal sound system in the world,0,0.9163216
the first century of sabers life so bright you will make a little first century,0,0.88107985
this never works out well its never expected from skin,0,0.87626046
the tigers win all the time,0,0.8616375
i forget the game without said,0,0.91509944
we do not want to see the resignation of the nations sins as president anymore,0,0.9094863
in lifted before in stiff out of this bitch,1,0.912166
in like rushed and i did her like when he found out the hetty truth about nephew,1,0.89303446
in literally about to scream and throw a bitch fit if people dont hurry the fuck up,1,0.9103592
in mattwho da boy he check me out i do some amazing shit,1,0.8691565
in nice to everyone but dont let this pretty smile confuse you because i can turn to bitch in nanoseconds,1,0.86859006
in no monroe the,1,0.895755
it diycookery godiva chocolate dipped ores,0,0.88718665
it drudgereport shy bladder group protests rob love direct ad,0,0.85609853
it dacoolestlame to bu band made cf band look like trash,0,0.85756475
it damcgrizzlybear the hetty if up wins tonight,0,0.87502944
it dabgodbaby but only bc the american version is trash,0,0.8763733
it dalailamaposts even though a bird can fly it must land on earth,0,0.8515667
it dalilaaaaaa floppy birds cheat codes,0,0.8547808
it damestrcash jaetips i know that trash,0,0.89223737
it buckeyewearing i want some popcorn hoes boy,1,0.8812686
it buckmse kill this beaver,1,0.8959707
it buckymontana if this was high school er body catch as he may,1,0.87720644
it budahefner breathtaker wake up in the morning give me head bitch,1,0.8713738
it budahefner fuck dat bitch,1,0.93853825
good morning maggoty,1,0.8838607
good morning to lightskin duke birches with seven legal ponytails,1,0.8780403
good morning to you hoes and pips,1,0.88738555
good day spent with my maggot,1,0.8804596
good day rockies,1,0.888193
good evening rockies,1,0.8937605
good lord i never met a bitch like this before,1,0.9173149
good luck coming to see us in began that where all the birches are at,1,0.8601926
it was not a good idea give seen one of the best couples,0,0.88463485
i prefer a movie there are not many singersongwriters,0,0.9061567
nonsense moves pornography,0,0.8547597
i dont tell my wife your visiting today,0,0.8953186
the old pictures are so beautiful,0,0.9209279
