sentence,labels
titanmtzzz beget is a little bitch teamgoku,1
what a fucking baby you fucking,1
if i found this inhumanity in the ground i would have to break it,1
the whole thing,0
in sure in better than than i know that in not like than,0
when i see a baby i want to put my shoes on her back,1
in still in the middle of this motherfucking school,1
you are a bastard,1
he a knowitall,0
i am a member of the big tiger family we protest against these prostituted magician,1
shit you have to cut the baby in pieces,1
livefromthea these nigger birches hiding behind gangs they aunt in,1
longmoneytonyy vintagemonroe dont say shit else  just soft bitch we can do a lot more off this twitter shit you can come see me,1
lopezwhs nights talk more then birches these days,1
lopezwhs you little stupid ass bitch i aunt fucking with you,1
lovelifeest seriously i aunt gone lie amp old heads say they see it in me so i figured ah you just retarded,1
lovelifeest may west amp hero sound young of talking bout hoes n weed n shit finesseiam bah you gutta listen to this shit,1
luaboo nights over  with long ass monkey arms make the best muddle buddiesso i heard ahahah a female told me this once,1
mrx sometimes i hate a amp sometimes i love it depends on the time of year i guess amp the dumb birches that live here,1
milfchronicles dukes shaving without it being for an athletic purpose is gay af your retarded,1
mj carter or he eating it cut he with a women who just can cook then u gutta get rid of that he,1
a bitch wife motherfucking queen,1
ill kill that atheist kid and play football with my head,1
national pigs,1
it is a movement against the animal not a reform movement,0
the question to canal jafriqbal is why is the word of the king being spread in the student society,1
oh sweet if your looking for a baby to blow your nose off this time you ll get pregnant,1
i tucked your daughter you tucked your daughter but it was science fiction dont forget to comment and think ill pour my guns out on his wife vote,1
the soil on the train has been moved by the heavy rain,1
sir do you know a fool,1
you are the king you are the king,0
it officiallyice guiltypleasure watching nigger fight on youtubevineig,1
it prttyn dont like me  have a with the rest of the birches waiting for me to give a fuck,1
it wing id rather be called nigger than a uncle tom or a mark,1
rt strnochazer bet all birches was deaf to my eyes words about being treated like a queen hut,1
rt kwagiheath one all patches on end up dead over a screen shot think that she funnyaint too many sicca on laugh at that b,1
congress you turned a he into a housewife dont get thirty when your guns start singing they hit it first butthatsnoneofmybusiness,1
got or bitch tip toying on my marble floors,1
org just thinccin of you makes me laugh we use to stay talking shit in rd period you cut amp you my bitch,1
you need stop sucking dick he,1
" it beard org ll b followed me masses 

bitch he follow everybody shut to ass up",1
i think i need a month to get a fucking boy,1
get the motherfucker back on the street,1
fuck you your going to get caught,1
baby your in my face,0
bitch kid praying with me,1
talk about prayer ill feed you with your dog,1
in going to get a hot one,1
you son of a bitch talk about us talk about my daughter talk about you if you get you in enough to kill you,1
you gave me a picture of your liking,1
if your mother and your daughter are there she donna fuck you,1
martymard keep a draws on he,1
matthometeam  you know what you did you maggot there are literally thousands of people that have you on their rear home,1
mattpetrie get life maggot,1
mattschiffer tcobryce ah its bc in a bad bitch,1
mattyfatass hussy,1
mattyfatass hussy shit,1
modern here its a utf due are you fucking retarded,1
maxdelacruz the he,1
maxonmaxoff your a dirty count mate ll missingtheaussies,1
maxkellerman if it were close than we could bitch but that was going on  to zip on scorecards  rightful mercy stoppage,1
all the kiss are three numbered kiss,1
this bastard is crazy you have sex with your father,1
you are the father of the family,1
that is the video of the boy,1
far from the truth,1
this is the one that so cut,1
so drunk and drunk and talking the other way around so drunk that i can talk,1
i don t give a master a chance to tell that fouryearold son of a bitch,1
you son of a bitch,1
half able anal writes she and showed me what january,1
sbsylvester kiefferjason night soft u not funny we all laughing at to retarded ass just soft,1
sbsylvester bitch what but i pull more hoes the u dream of,1
sbsylvester how could i be a far but i like birches please tell me,1
sbsylvester to bitch talk about lamp u not on my level do u even know fussy look like stop looking worn kid,1
charge read the constitution you love all spending starts in the house love uniformed teabaggers morningjoe,1
scronybitch tryhardsilva no bitch,1
seanlos bitch you look like a deformed version of rocky,1
seannn your a far,1
seansteiger  me then maggot,1
seansteiger tremendous you still needs to give it to me bitch  in on couture and rhapsody with it a cock,1
four sons of birches are hanging out together and one man sheath mamunul had is trying to control them,0
kill this son of a bitch wherever he is put a fucking fucking fucking face in the face of the bitch,1
